유기번호,품종,나이,체중,색상,성별,중성화여부,상태,접수일,발견장소,특징,이미지,기준날짜
428351202201010,비글,2020(년생),10(Kg),흰갈검,F,U,보호중,20221108,미추홀구청 주안역뒤,등에검은점,http://www.animal.go.kr/files/shelter/2022/11/202211091111428.jpg,20221110
428351202201011,시츄,2016(년생),6(Kg),흰갈,M,N,종료(반환),20221108,미추홀구 문학지구대,"발미용, 순함",http://www.animal.go.kr/files/shelter/2022/11/202211091111475.jpg,20221110
428353202201223,시바,2019(년생),10(Kg),흰갈,F,N,종료(반환),20221108,남동구청,주인반환,http://www.animal.go.kr/files/shelter/2022/11/202211091111129.jpg,20221110
426337202200668,비숑 프리제,2018(년생),3.4(Kg),흰,M,Y,보호중,20221108,중앙대로 1001 인근,온순,http://www.animal.go.kr/files/shelter/2022/11/202211081311111.jpg,20221110
442419202200960,진도견,2017(년생),20(Kg),흰,M,N,보호중,20221108,무실동 1129,"목줄착용, 꼬리부분 갈색짖음",http://www.animal.go.kr/files/shelter/2022/11/202211082011703.jpg,20221110
441386202201206,시츄,2019(년생),3.2(Kg),흰갈,M,N,종료(반환),20221108,부천 성모병원,"털엉킴, 자가미용 되어있음, 순함",http://www.animal.go.kr/files/shelter/2022/11/202211081911664.jpg,20221110
427347202200710,푸들,2019(년생),8(Kg),갈,M,Y,보호중,20221108,죽전길 23,내장칩 등록견,http://www.animal.go.kr/files/shelter/2022/11/202211081611881.jpg,20221110
442427202200269,믹스견,2006(년생),2.8(Kg),흰갈,M,N,보호중,20221108,영월읍 삼옥길 30,신고자가 임시보호 중,http://www.animal.go.kr/files/shelter/2022/11/202211081111744.png,20221110
441374202201305,푸들,2014(년생),3(Kg),갈,F,U,보호중,20221108,장안구 서부로 2359 ,콧등 탈모,http://www.animal.go.kr/files/shelter/2022/11/202211081411765.jpg,20221110
441374202201306,믹스견,2015(년생),6.7(Kg),흰갈검,F,U,보호중,20221108,권선구 고산로6번길 40,좌안 체리아이,http://www.animal.go.kr/files/shelter/2022/11/202211081711759.jpg,20221110
441374202201308,푸들,2017(년생),5.3(Kg),검,M,Y,보호중,20221108,팔달구 권선로 477,베이비 파란색 패딩 착용,http://www.animal.go.kr/files/shelter/2022/11/202211090911485.jpg,20221110
441378202202370,믹스견,2020(년생),3.8(Kg),흰갈,F,U,보호중,20221108,판교역로 230,"마름, 어금니 치석 심함, 파란색 철물점 목줄과 와이어리드줄 착용",http://www.animal.go.kr/files/shelter/2022/11/202211081611178.jpg,20221110
441378202202371,믹스견,2013(년생),8(Kg),흰,F,U,종료(반환),20221108,서현동 96,"귓병, 치석 심함, 예민함.",http://www.animal.go.kr/files/shelter/2022/11/202211081811513[1].jpg,20221110
426331202200594,믹스견,2006(년생),6.5(Kg),흰갈,M,N,보호중,20221108,용호로232번길 61,백내장,http://www.animal.go.kr/files/shelter/2022/11/202211091111965.jpg,20221110
426330202200543,푸들,2020(년생),3.5(Kg),검,M,N,보호중,20221108,동래로152번가길 11-4,"소유자 소유권 포기, 가슴줄 착용",http://www.animal.go.kr/files/shelter/2022/11/20221110111148.jpg,20221110
426330202200544,푸들,2020(년생),5.6(Kg),갈,F,U,보호중,20221108,동래로152번가길 11-4,"소유자 소유권 포기, 가슴줄 착용",http://www.animal.go.kr/files/shelter/2022/11/202211101211705.jpg,20221110
426330202200545,푸들,2020(년생),4(Kg),흰,M,N,보호중,20221108,동래로152번가길 11-4,"소유자 소유권 포기, 가슴줄 착용",http://www.animal.go.kr/files/shelter/2022/11/202211101211436.jpg,20221110
426330202200546,포메라니안,2017(년생),5.4(Kg),흰,F,U,보호중,20221108,충렬대로 200번길25 한진타운 앞 cu편의점,"털엉킴, 순함",http://www.animal.go.kr/files/shelter/2022/11/202211101211398.jpg,20221110
441391202202920,골든 리트리버,2020(년생),22(Kg),금,F,N,보호중,20221108,포승읍 : 도곡리 1121-1 ,순하고 사람을 잘 따름,http://www.animal.go.kr/files/shelter/2022/11/202211081511658.jpg,20221110
441391202202921,믹스견,2022(년생),10(Kg),흰,M,N,보호중,20221108,진위면 : 갈곶리124-151 ,"6개월 추정, 순해 보이고 경계심이 있음",http://www.animal.go.kr/files/shelter/2022/11/202211081511350.jpg,20221110
441391202202922,믹스견,2022(년생),10(Kg),갈,F,N,보호중,20221108,진위면 : 봉남길 17 ,"6개월 추정, 순해 보이고 경계심이 있음",http://www.animal.go.kr/files/shelter/2022/11/202211081511835.jpg,20221110
441391202202923,믹스견,2019(년생),6(Kg),흰갈,M,N,보호중,20221108,통복동 : 원평2로 9 ,많이 말랐음,http://www.animal.go.kr/files/shelter/2022/11/202211081511484.jpg,20221110
441391202202927,믹스견,2022(년생),3(Kg),흰,F,N,보호중,20221108,포승읍 : 포승남로 14-1 ,"3개월 추정, 귀엽고 사람을 잘 따름",http://www.animal.go.kr/files/shelter/2022/11/202211081811922.jpg,20221110
441391202202928,포인터,2020(년생),20(Kg),흰갈,M,N,보호중,20221108,진위면 : 봉남길 30 부근 ,순하고 사람을 잘 따름,http://www.animal.go.kr/files/shelter/2022/11/202211081811189.jpg,20221110
441391202202929,스피츠,2018(년생),8(Kg),흰,Q,N,보호중,20221108,포승읍 : 여술2길 62 ,"순하고 사람을 잘 따름, 빨리 찾으로 오라 오바~~~",http://www.animal.go.kr/files/shelter/2022/11/202211081811538.jpg,20221110
430367202200611,진도견,2020(년생),23.00(Kg),흰,F,U,보호중,20221108,"유성구 와룡로37번길 89, 새하늘시민교회 주변",상태양호,http://www.animal.go.kr/files/shelter/2022/11/202211081511562.jpg,20221110
430368202200588,진도견,2020(년생),16(Kg),금검,F,U,보호중,20221108,법동 199-4번지 주변, ,http://www.animal.go.kr/files/shelter/2022/11/202211081611600.jpg,20221110
430366202200367,치와와,2019(년생),3(Kg),흰갈검,M,U,보호중,20221108,용문로 62-1부근,없음,http://www.animal.go.kr/files/shelter/2022/11/202211090811873.png,20221110
430368202200589,치와와,2020(년생),3(Kg),기타,M,U,보호중,20221108,송촌동293-6번지 주변, ,http://www.animal.go.kr/files/shelter/2022/11/202211091611396.jpg,20221110
441401202201641,믹스견,2022(년생),8(Kg),흰,M,Y,보호중,20221108,월동로 3-6,"생후 8개월 정도 추정, 겁이 많고 경계심이 심한편",http://www.animal.go.kr/files/shelter/2022/11/202211081711651.jpg,20221110
441405202202970,진도견,2011(년생),20(Kg),갈검,F,U,종료(반환),20221108,처인구 백암면 백원로 442번길 49,"빨간색 목줄 착용,동물등록 되어있음, 앞이 잘 안보이는 듯 함,  얌전한 아이",http://www.animal.go.kr/files/shelter/2022/11/202211081311764.jpg,20221110
442419202200960,진도견,2017(년생),20(Kg),흰,M,N,보호중,20221108,무실동 1129,"목줄착용, 꼬리부분 갈색짖음",http://www.animal.go.kr/files/shelter/2022/11/202211082011703.jpg,20221110
441400202200653,믹스견,2018(년생),17(Kg),검,F,U,보호중,20221108,성호대로141,"스텐목줄,교통사고",http://www.animal.go.kr/files/shelter/2022/11/202211081011235.jpg,20221110
441400202200654,믹스견,2014(년생),6.5(Kg),흰,F,U,종료(반환),20221108,성호대로141,"목줄,목걸이 없음",http://www.animal.go.kr/files/shelter/2022/11/202211081411334.jpg,20221110
441394202202411,믹스견,2022(년생),5(Kg),금,F,N,보호중,20221108,원당동198-201 부근,없음,http://www.animal.go.kr/files/shelter/2022/11/202211081711496.jpg,20221110
426329202201028,믹스견,2021(년생),5(Kg),흰갈,M,U,보호중,20221108,부산진구 가야대로543번길 26,흰갈&그레이 컬러 하네스 착용,http://www.animal.go.kr/files/shelter/2022/11/202211090911700.jpg,20221110
442418202200965,믹스견,2019(년생),6(Kg),흰갈,M,U,보호중,20221108,만천리 761-7,"갈,흰색, 온순",http://www.animal.go.kr/files/shelter/2022/11/202211081311344.jpg,20221110
442421202200266,믹스견,2019(년생),7(Kg),갈검,F,N,보호중,20221108,동해시 송정동 대동로403,임신상태로 보임 ,http://www.animal.go.kr/files/shelter/2022/11/202211081711734.jpg,20221110
442421202200267,믹스견,2020(년생),3(Kg),흰검,F,N,보호중,20221108,동해시 동호동 느릅재길 684,상태양호,http://www.animal.go.kr/files/shelter/2022/11/202211081711459.jpg,20221110
428355202200829,말티즈,2009(년생),3.5(Kg),흰,F,N,보호중,20221108,작전동 삼보아파트 경비실,분홍색 대변팬티착용,http://www.animal.go.kr/files/shelter/2022/11/202211082311572.jpg,20221110
426329202201028,믹스견,2021(년생),5(Kg),흰갈,M,U,보호중,20221108,부산진구 가야대로543번길 26,흰갈&그레이 컬러 하네스 착용,http://www.animal.go.kr/files/shelter/2022/11/202211090911700.jpg,20221110
441399202202674,믹스견,2018(년생),16.0(Kg),기타,M,N,보호중,20221107,조안면,초록색 목줄을 착용함.,http://www.animal.go.kr/files/shelter/2022/11/202211072211782.jpg,20221110
441399202202677,믹스견,2021(년생),5.5(Kg),갈,F,U,보호중,20221107,진건읍,목줄없고 온순함.,http://www.animal.go.kr/files/shelter/2022/11/20221107221171.jpg,20221110
441399202202678,믹스견,2022(년생),5.0(Kg),흰,M,N,보호중,20221107,진건읍,목줄없고 온순함.,http://www.animal.go.kr/files/shelter/2022/11/202211072211309.jpg,20221110
441399202202680,믹스견,2021(년생),7.0(Kg),갈,F,U,보호중,20221107,진건읍,목줄없고 온순함.,http://www.animal.go.kr/files/shelter/2022/11/202211072211843.jpg,20221110
441399202202681,치와와,2018(년생),3.0(Kg),갈검,M,Y,보호중,20221107,다산동,목줄없고 온순함.,http://www.animal.go.kr/files/shelter/2022/11/202211072211768.jpg,20221110
441399202202683,푸들,2012(년생),5.5(Kg),갈,F,U,보호중,20221107,다산동,목줄없고 온순함.,http://www.animal.go.kr/files/shelter/2022/11/202211072211201.jpg,20221110
441399202202684,코카 스파니엘,2017(년생),5.0(Kg),흰,F,U,보호중,20221107,진접읍,목줄없고 온순함.,http://www.animal.go.kr/files/shelter/2022/11/202211072211941.jpg,20221110
441399202202685,믹스견,2019(년생),7.0(Kg),흰갈,M,N,종료(반환),20221107,오남읍,목줄없고 온순함.,http://www.animal.go.kr/files/shelter/2022/11/202211072211689.jpg,20221110
441399202202687,믹스견,2022(년생),3.5(Kg),갈검,M,N,보호중,20221107,호평동,어린 강아지임.,http://www.animal.go.kr/files/shelter/2022/11/202211072211902[1].jpg,20221110
441399202202689,시바,2019(년생),10.0(Kg),갈,M,N,보호중,20221107,진건읍,목줄없고 온순함.,http://www.animal.go.kr/files/shelter/2022/11/202211072211436.jpg,20221110
441399202202692,믹스견,2018(년생),18.0(Kg),흰,F,U,보호중,20221107,진접읍,하늘색 목줄을 착용함.,http://www.animal.go.kr/files/shelter/2022/11/202211072311567.jpg,20221110
441399202202693,믹스견,2020(년생),8.0(Kg),흰,M,N,보호중,20221107,수동면,빨강색 목줄을 착용함.,http://www.animal.go.kr/files/shelter/2022/11/202211072311163.jpg,20221110
426334202201120,믹스견,2020(년생),2(Kg),갈,M,U,보호중,20221107,낙동남로1362-2,다리부분 미용. 포메라니안 믹스,http://www.animal.go.kr/files/shelter/2022/11/202211081811108.jpg,20221110
426334202201121,믹스견,2020(년생),16(Kg),갈검,F,U,보호중,20221107,홍티로 123 ,119안전센터에서 구조하여 인계,http://www.animal.go.kr/files/shelter/2022/11/202211081811999.jpg,20221110
426334202201122,비글,2019(년생),12(Kg),갈검,M,U,종료(반환),20221107,구청,을숙도 에코센터 화장실에서 최초 발견,http://www.animal.go.kr/files/shelter/2022/11/202211081811671.jpg,20221110
441416202200709,믹스견,2018(년생),6.0(Kg),흰,F,N,보호중,20221107,호명리 마을 배회,"호명리 마을 배회, 암,수 같이 발견, 3-4년 추정, 목걸이/목줄 X",http://www.animal.go.kr/files/shelter/2022/11/20221107171155.jpg,20221110
441416202200710,삽살개,2020(년생),5.5(Kg),흰검,F,N,보호중,20221107,미사리 마을 민가,"미사리 마을 배회, 목줄/목걸이 X, 삽살개 믹스.",http://www.animal.go.kr/files/shelter/2022/11/202211071711292.jpg,20221110
441416202200711,믹스견,2019(년생),4.0(Kg),흰갈,F,N,보호중,20221107,미사리 마을 민가,"미사리 마을 배회, 모견(자견들과 같이 발견), 목줄/목걸이 X",http://www.animal.go.kr/files/shelter/2022/11/202211071711154.jpg,20221110
441416202200712,믹스견,2022(년생),1.0(Kg),흰갈,F,N,보호중,20221107,미사리 마을 배회,"미사리 마을 민가 발견, 모견과 같이 발견, 3개월 추정",http://www.animal.go.kr/files/shelter/2022/11/202211071711157[1].jpg,20221110
441416202200713,믹스견,2022(년생),1.0(Kg),흰갈,F,N,보호중,20221107,미사리 마을 민가,"미사리 마을 민가 발견, 모견과 같이 발견, 3개월 추정",http://www.animal.go.kr/files/shelter/2022/11/202211071711867.jpg,20221110
441416202200714,믹스견,2022(년생),1.0(Kg),흰검,F,N,보호중,20221107,미사리 마을 민가,"미사리 마을 민가 발견, 모견과 같이 발견, 3개월 추정",http://www.animal.go.kr/files/shelter/2022/11/202211071711935.jpg,20221110
441416202200715,믹스견,2022(년생),1.0(Kg),흰검,F,N,보호중,20221107,미사리 마을 민가,"미사리 마을 민가 발견, 모견과 같이 발견, 3개월 추정",http://www.animal.go.kr/files/shelter/2022/11/202211071711772[1].jpg,20221110
441416202200716,믹스견,2020(년생),16.0(Kg),흰검,F,N,보호중,20221107,상천초등학교 주변 배회,"상천(청평) 초등학교 주변-마을 배회, 2마리(암) 배회, 빨강(징박힘) 목걸이 착용",http://www.animal.go.kr/files/shelter/2022/11/202211071711880.jpg,20221110
441416202200717,믹스견,2020(년생),15.0(Kg),흰검,F,N,보호중,20221107,상천초등학학교 주변 배회,"상천(청평) 초등학교 주변-마을 배회, 2마리(암) 같이 배회, 파랑 목걸이 착용",http://www.animal.go.kr/files/shelter/2022/11/202211071711837.jpg,20221110
441554202201793,푸들,2018(년생),4.80(Kg),갈,F,U,보호중,20221107,광주시 쌍령동 일대,"11-23, 칩없음, 우측 옆구리 쓸린 상처, 귀엽고 착한 아이",http://www.animal.go.kr/files/shelter/2022/11/202211071611458.jpg,20221110
441554202201794,믹스견,2020(년생),20.00(Kg),흰,M,N,보호중,20221107,광주시 초월읍 선동리 일대,"11-24, 칩없음, 겁이나 예민한 상태",http://www.animal.go.kr/files/shelter/2022/11/202211071811634.jpg,20221110
441554202201795,닥스훈트,2022(60일미만)(년생),1.60(Kg),갈,F,N,보호중,20221107,광주시 신현동 일대,"11-25, 2개월령 아가, 닥스훈트 믹스, 귀엽고 사랑스럽고 천사같은 자매",http://www.animal.go.kr/files/shelter/2022/11/202211071811631[1].jpg,20221110
441554202201796,닥스훈트,2022(60일미만)(년생),2.00(Kg),검,F,N,보호중,20221107,광주시 신현동 일대,"11-26, 2개월령 아가, 닥스훈트 믹스, 귀엽고 사랑스럽고 천사같은 자매",http://www.animal.go.kr/files/shelter/2022/11/202211071911712.jpg,20221110
428356202201667,진도견,2022(60일미만)(년생),3.2(Kg),갈검,F,N,보호중,20221107,석남동 223-729,2마리 함께 입소. 2-3개월 추정. 귀여움. 통통함. 겁많음.,http://www.animal.go.kr/files/shelter/2022/11/202211071711828.jpg,20221110
428356202201668,진도견,2022(60일미만)(년생),4.1(Kg),갈검,M,N,보호중,20221107,석남동 223-729,2마리 함께 입소. 2-3개월 추정. 귀여움. 통통함. 겁많음.,http://www.animal.go.kr/files/shelter/2022/11/202211071711627.jpg,20221110
428356202201669,푸들,2021(년생),4.1(Kg),검,F,U,보호중,20221107,청라동 102-2,온 몸 털에 나뭇잎 가시 박힘. 오른쪽 앞다리 절뚝거림. 빨간 하네스 착용.,http://www.animal.go.kr/files/shelter/2022/11/202211071711410.jpg,20221110
429359202200394,라브라도 리트리버,2022(60일미만)(년생),4.5(Kg),흰,M,N,종료(반환),20221107,동구 학동,22-1130 뉴트,http://www.animal.go.kr/files/shelter/2022/11/202211071711220[1].jpg,20221110
429361202200414,푸들,2017(년생),4.9(Kg),갈,F,U,종료(반환),20221107,남구 사동,"22-1131 크롱, 내장칩있음",http://www.animal.go.kr/files/shelter/2022/11/202211071311657.jpg,20221110
429362202201058,믹스견,2019(년생),13(Kg),금,F,N,보호중,20221107,북구 건국동,22-1132 왕녀,http://www.animal.go.kr/files/shelter/2022/11/202211071411361.jpg,20221110
429362202201059,믹스견,2022(60일미만)(년생),2(Kg),흰,M,N,보호중,20221107,북구 건국동,22-1133 왕고,http://www.animal.go.kr/files/shelter/2022/11/20221107141122.jpg,20221110
429362202201060,믹스견,2022(60일미만)(년생),2(Kg),흰,F,N,보호중,20221107,북구 건국동,22-1134 왕춘,http://www.animal.go.kr/files/shelter/2022/11/202211071411422.jpg,20221110
429362202201061,믹스견,2022(60일미만)(년생),2(Kg),갈검,F,N,보호중,20221107,북구 건국동,22-1135 왕카,http://www.animal.go.kr/files/shelter/2022/11/202211071411925.jpg,20221110
429362202201062,믹스견,2022(60일미만)(년생),2(Kg),갈검,F,N,보호중,20221107,북구 건국동,22-1136 왕짜,http://www.animal.go.kr/files/shelter/2022/11/202211071411287.jpg,20221110
